id,address,latitude,longitude
13045,509 6TH ST,34.09971441574487,-117.72263085002254
13046,1234 WILSHIRE BLVD # 105,34.05357,-118.26636
13047,333 S FIGUEROA ST # 104,34.05462591836735,-118.25506287755103
13048,1811 E FLORENCE AVE,33.974821,-118.24028354166666
13049,199 W OLYMPIC BLVD,34.0407572,-118.2568198
13050,505 S FLOWER ST STE B043,,
13051,1287 S UNION AVE,34.0456683877551,-118.27647224489796
13052,816 W 8TH ST,34.13597246938775,-117.91644295918367
13053,419 W 7TH ST,34.04620872727273,-118.2547520909091
13054,643 N LA CIENEGA BLVD,34.08332025,-118.3765995
13055,2580 E CAHUENGA BLVD,34.1359777,-118.3621543
13056,100 W 7TH ST,34.04393,-118.251538
13057,2301 N HIGHLAND AVE,34.11070069252548,-118.33634851989088
13058,5900 W SUNSET BLVD,34.097954,-118.319842
13059,1800 N ARGYLE AVE,34.1044903,-118.3252354
13060,650 S WESTERN AVE,34.062034379284086,-118.30898783446942
13061,4504 S AVALON BLVD,33.9221185,-118.2649998
13062,2528 S GRAND AVE,34.027057285714285,-118.27178714285714
13063,401 S GRAND AVE,34.051521,-118.25277
13064,2815 W PICO BLVD,34.04714316666667,-118.300612
13065,403 W 12TH ST,34.142753147365205,-117.91115283647476
13066,2319 SAN FERNANDO BLVD,,
13067,414 N LA CIENEGA BLVD,34.078426,-118.376477
13068,535 S GRAND AVE,33.73931902040816,-118.2902173877551
13069,1911 W PICO BLVD,34.046358795918366,-118.28050824489796
13070,300 S DOHENY DR,34.0729537,-118.38921393082708
13071,127 S SAN VICENTE BLVD,34.0482383,-118.3386974
13072,5421 SANTA MONICA BLVD STE C,,
13073,3068 W PICO BLVD,34.04711268181818,-118.30812586363636
13074,1150 S HOPE ST,34.04185655102041,-118.26329210204082
13075,544 S GRAND AVE,34.0491382,-118.2546328
13076,2500 W 8TH ST UNIT 103,,
13077,1888 CENTURY park E # LL30,34.06142942014339,-118.4144526959001
13078,10101 WILSHIRE BLVD,34.070335,-118.42221044754663
13079,2337 ROSCOMARE RD # 4,34.1165320229901,-118.4639891275105
13080,3030 W OLYMPIC BLVD STE #113,,
13081,1375 WESTWOOD BLVD,34.0556511,-118.4422047
13082,8638 W 3RD ST,34.0734953877551,-118.38102930612246
13083,222 S HOPE ST,34.0544145,-118.251268
13084,2848 W OLYMPIC BLVD,34.052729081632656,-118.29525821428571
13085,3130 W OLYMPIC BLVD #100,34.052522,-118.304013
13086,750 N VINE ST,,
13087,6636 SELMA AVE,34.09961816216216,-118.33529772972973
13088,3110 W OLYMPIC BLVD,34.05252466666667,-118.30351366666666
13089,11501 W PICO BLVD,34.0334027,-118.4427
13090,939 BROXTON AVE,34.063186775510204,-118.44714079591837
13091,11461 W SUNSET BLVD,34.071619704153704,-118.46858830863421
13092,10100 CONSTELLATION BLVD,34.0591042,-118.4147499
13093,6350 SANTA MONICA BLVD,34.090653,-118.327879
13094,609 S GRAND AVE,34.0486576,-118.255643
13095,4210 S CRENSHAW BLVD,34.0147131,-118.3351277
13096,1938 E FLORENCE AVE,33.974656,-118.23748372727272
13097,3950 WILSHIRE BLVD,34.061612076923076,-118.31303415384616
13098,3435 WILSHIRE BLVD # 109,34.06183334615385,-118.29898346153846
13099,9801 AIRPORT BLVD,33.94697915,-118.38657761563522
13100,8114 BEVERLY BLVD,34.07600083333333,-118.36621075000001
13101,4945 EAGLE ROCK BLVD # B,34.13632315625,-118.21472262500001
13102,6508 E WHITTIER BLVD,,
13103,1601 E 103RD ST,33.943325,-118.246089
13104,4236 CRENSHAW BLVD,34.00720683459287,-118.33478986658977
13105,1457 E FLORENCE AVE STE #107,,
13106,241 W ADAMS BLVD,34.02616718367347,-118.27138971428572
13107,111 N FAIRFAX AVE,34.07450543446564,-118.36152233234942
13108,1248 S FIGUEROA ST #101,33.78530161744967,-118.28072808724832
13109,1652 N CHEROKEE AVE,34.10068412078333,-118.33492965893406
13110,6333 W 3RD ST E #E-17,,
13111,11771 SANTA MONICA BLVD,34.0206256,-118.4899673
13112,2311 COTNER AVE,34.03754595918367,-118.4379431632653
13113,5265 W SUNSET BLVD,34.0771173,-118.4203159
13114,3455 OVERLAND AVE,34.0251269,-118.412212
13115,6633 HOLLYWOOD BLVD,34.101655692307695,-118.33416907692308
13116,701 STONE CANYON RD,34.086281,-118.445345
13117,7370 SUNSET BLVD,34.0754595,-118.2543592
13118,465 LA CIENEGA BLVD,,
13119,6333 W 3RD ST 20-02,,
13120,2622 PASADENA AVE,34.07698055555555,-118.21542466666666
13121,11617 SANTA MONICA BLVD,34.0206256,-118.4899673
13122,6219 FRANKLIN AVE,34.10532373496328,-118.32430641123607
13123,5301 W SUNSET BLVD # 8-9,34.0985309,-118.3061849
13124,2346 W PICO BLVD,34.04735504545455,-118.28751386363636
13125,5773 WILSHIRE BLVD,34.062559375968284,-118.35398627205868
13126,5026 S CRENSHAW BLVD,34.0147131,-118.3351277
13127,11637 W PICO BLVD,34.0324282,-118.4450829468915
13128,3871 WILSHIRE BLVD,34.061775,-118.31098190909091
13129,189 THE GROVE DR # STEK9,34.0724002,-118.359047
13130,3879 WILSHIRE BLVD,34.061775,-118.3113325
13131,7408 W SUNSET BLVD,34.0978614,-118.3511036
13132,2042 MARENGO ST,34.05620642857143,-118.20666428571428
13133,6333 W 3RD ST #10,34.07193275,-118.36026526194347
13134,11500 W PICO BLVD,34.0336,-118.441768
13135,1419 E GAGE AVE,33.982012900432444,-118.24934649335627
13136,5759 HOLLYWOOD BLVD,34.1023337,-118.3151527
13137,3312 W FLORENCE AVE UNIT E,,
13138,2000 E MARENGO ST STE #A,,
13139,3253 BEVERLY BLVD,34.07251041028014,-118.28354929302249
13140,6255 W SUNSET BLVD STE #105,,
13141,2703 W 8TH ST STE D,,
13142,3855 WILSHIRE BLVD,34.061775,-118.31058118181818
13143,807 E 12TH ST STE #247,,
13144,2580 W PICO BLVD,34.04716758823529,-118.29419347058824
13145,2321 WESTWOOD BLVD,34.04182351020408,-118.43008208163265
13146,2000 E MARENGO ST STE #E,,
13147,380 WORLD WAY T22,,
13148,9801 AIRPORT BLVD,33.94697915,-118.38657761563522
13149,5216 W SUNSET BLVD,34.09803368,-118.30357968
13150,1535 N VINE ST,,
13151,3165 W 6TH ST,34.06360707894737,-118.29025055263159
13152,10643 SUNSET BLVD,34.0754595,-118.2543592
13153,1700 W BEVERLY BLVD,34.0195145,-118.1170527
13154,10011 S AVALON BLVD,33.85737,-118.265915
13155,6611 HOLLYWOOD BLVD,34.10181665,-118.33390994152768
13156,10306 S WILMINGTON AVE #B,33.942881,-118.2389125
13157,2333 DALY ST,34.072201306122444,-118.21568757142857
13158,11629 SANTA MONICA BLVD,34.0206256,-118.4899673
13159,726 E 12TH ST # #208,34.03324962962963,-118.25260837037037
13160,8171 W SUNSET BLVD,34.09819505,-118.36739077547226
13161,3160 W 8TH ST,34.057538,-118.29679370745129
13162,3500 W 6TH ST # 100B,34.0630489,-118.2987218
13163,3425 E 1ST ST # #101,34.03701905,-118.1939021453983
13164,1850 E INDUSTRIAL ST APT 100,,
13165,8636 W 3RD ST,34.073495367346936,-118.38101381632653
13166,808 W 7TH ST,34.048886,-118.25890891666666
13167,2201 E CESAR E CHAVEZ AVE,34.047919,-118.210075
13168,450 S WESTERN AVE STE 314,,
13169,1260 N VINE ST,,
13170,5237 W SUNSET BLVD,34.09819475,-118.30522775
13171,628 ST. VINCENT CT,34.0463908,-118.2531348
13172,2011 N HIGHLAND AVE,34.10784996862891,-118.33738607622486
13173,5053 N HUNTINGTON DR N,,
13174,1901 VENICE BLVD,34.0448448,-118.29551120620353
13175,8312 W 3RD ST,34.072795,-118.37043735714286
13176,321 W 9TH ST,34.13711434343434,-117.91045480808081
13177,189 THE GROVE DR STE Y-80,,
13178,601 S ARDMORE AVE STE 100,,
13179,2921 LOS FELIZ BLVD STE 1,,
13180,1818 CHARLIE SIFFORD DR,33.9239003,-118.3096515
13181,806 W 8TH ST,34.0473255,-118.2604059
13182,2211 E CESAR E CHAVEZ AVE,34.04781233333333,-118.20983749999999
13183,580 MATEO ST,34.0393346,-118.2327027
13184,600 S ALVARADO ST STE 110,,
13185,1279 W JEFFERSON BLVD,34.02542053846154,-118.29409673076924
13186,833 N BROADWAY # A,34.062955122448976,-118.23810495918367
13187,11355 W OLYMPIC BLVD STE #302,,
13188,2126 E CESAR E CHAVEZ AVE,34.047939,-118.210537
13189,6838 HOLLYWOOD BLVD,34.1011884,-118.33981881597103
13190,5751 W SUNSET BLVD,34.09814695918367,-118.31527634693877
13191,928 S WESTERN AVE # 137,34.054129571428575,-118.30895914285715
13192,928 S WESTERN AVE # 123,34.054129571428575,-118.30895914285715
13193,5400 W CENTURY BLVD,33.9444829,-118.37405826112914
13194,3760 WILSHIRE BLVD,34.06177936206897,-118.30829686206897
13195,5233 1/2 W SUNSET BLVD,34.0986038,-118.304023
13196,1275 S UNION AVE,34.04573377551021,-118.27643048979593
13197,807 E 12TH ST STE 249,,
13198,1896 WESTWOOD BLVD,34.04835081632653,-118.43546740816326
13199,801 N FAIRFAX AVE STE #101,,
13200,8700 W 3RD ST,34.0734622,-118.3818603
13201,735 E 12TH ST STE 404,,
13202,1855 E INDUSTRIAL ST,,
13203,6025 SANTA MONICA BLVD # 104,34.09066974489796,-118.32043604081633
13204,5597 HUNTINGTON DR N,34.094519857142856,-118.15931707142857
13205,6801 HOLLYWOOD BLVD STE #335,,
13206,928 S WESTERN AVE # 135,34.054129571428575,-118.30895914285715
13207,1300 FACTORY PL STE 101,,
13208,2019 E 7TH ST,34.0347584,-118.231622
13209,3502 W SUNSET BLVD,34.0886223,-118.276837
13210,2121 E 7TH PL # 101-3,34.033738,-118.2293095
13211,6925 HOLLYWOOD BLVD,34.10207295,-118.34095183300518
13212,1109 E 12TH ST,34.03119607070707,-118.24748709090909
13213,947 TIERTON AVE,,
13214,1200 GETTY CENTER DR,34.07695125,-118.47571198123117
13215,4459 W SUNSET BLVD,34.09785406896552,-118.28646751724139
13216,2790 E 1ST ST,34.041537061224496,-118.2050766122449
13217,827 S SANTEE ST,34.0406696,-118.2525637
13218,770 S GRAND AVE,34.046269,-118.2573719
13219,2010 N HIGHLAND AVE,34.10688126293709,-118.33737636195742
13220,3680 WILSHIRE BLVD STE B2,,
13221,8314 W 3RD ST,34.072801,-118.3704917857143
13222,3400 E 1ST ST,34.037018,-118.194941
13223,8412 W 3RD ST,34.07311842857143,-118.37336064285715
13224,520 W 6TH ST,34.13160835245354,-117.91292358951755
13225,2921 LOS FELIZ BLVD 3,,
13226,1200 GETTY CENTER DR STE 400,,
13227,928 S WESTERN AVE STE 125,,
13228,13000 S AVALON BLVD,33.85737,-118.265915
13229,11628 SANTA MONICA BLVD # 7,34.0206256,-118.4899673
13230,8944 W PICO BLVD,34.055187411764706,-118.38711805882353
13231,333 S BOYLSTON ST,34.05661505102041,-118.25778617346938
13232,444 S FLOWER ST STE 160,,
13233,8901 S VERMONT AVE,33.95605174065183,-118.29150461121904
13234,1070 WILSHIRE BLVD,34.0521246,-118.26307586666667
13235,820 S SPRING ST,34.0425115,-118.2539737
13236,1462 GRIFFITH AVE,34.028727387755104,-118.2509630612245
13237,317 S BROADWAY # C7-8,34.05082195,-118.2489348745312
13238,3131 W PICO BLVD # 102,34.047270833333336,-118.31036661111112
13239,9108 1/2 W PICO BLVD,,
13240,5001 WILSHIRE BLVD #103,34.06203612244898,-118.33862109183674
13241,1010 BROXTON AVE,34.062286482440534,-118.4467926527889
13242,506 N LARCHMONT BLVD,34.07922583673469,-118.3235505510204
13243,5757 WILSHIRE BLVD STE 103,,
13244,1359 S MAIN ST,34.03556625,-118.261105375
13245,840 S SPRING ST,34.0423497,-118.254092
13246,9131 S VERMONT AVE,33.953852387755106,-118.29150863265306
13247,1201 W 5TH ST #110,34.05421,-118.25955
13248,3224 W OLYMPIC BLVD # 102,34.05252681632653,-118.30666940816326
13249,613 S GRAND AVE,33.73856018367347,-118.29022136734694
13250,8930 W PICO BLVD,34.055187823529415,-118.38700811764706
13251,2208 SAWTELLE BLVD,34.0379421,-118.440797
13252,4989 HUNTINGTON DR N,34.087256632653066,-118.17624655102041
13253,700 S SAN PEDRO ST # 101,34.0156288,-118.2650962
13254,505 S FLOWER ST # #B270,33.95837655102041,-118.34707697959183
13255,08050 W 3RD ST,,
13256,8826 W PICO BLVD,34.054849499999996,-118.38458507142857
13257,1606 W WASHINGTON BLVD,34.03991781632653,-118.29257289795919
13258,3446 W SLAUSON AVE,33.98891535483871,-118.33242577419354
13259,207 S BROADWAY # B1,34.0523299,-118.2471845
13260,800 S MAIN ST,34.042593,-118.253241
13261,601 W 5TH ST #R201,34.0508287,-118.2538557
13262,802 S SPRING ST,34.0428852,-118.2536127
13263,301 N BERENDO ST,34.076439,-118.294526
13264,9226 W PICO BLVD,34.055171,-118.39295113513514
13265,7360 BEVERLY BLVD,34.0760637755102,-118.35055689795918
13266,4493 W BEVERLY BLVD,34.0195145,-118.1170527
13267,505 S FLOWER ST STE B410,,
13268,2817 N MAIN ST,34.066187299999996,-118.21227708371181
13269,1744 W VENICE BLVD,34.0457905,-118.3477791
13270,3185 W OLYMPIC BLVD,34.05267657142857,-118.30605771428571
13271,1447 S LA CIENEGA BLVD,34.05113836734694,-118.37623146938776
13272,1055 BROXTON AVE,34.0614636,-118.446453
13273,10740 WILSHIRE BLVD,34.0600927,-118.43740972467927
13274,2500 WILSHIRE BLVD STE 102,,
13275,1743 COLORADO BLVD,34.13953171428571,-118.20527185714285
13276,7312 BEVERLY BLVD,34.07606475510204,-118.35007297959184
13277,10006 S NORMANDIE AVE,33.945355278648414,-118.30016608292117
13278,3132 W OLYMPIC BLVD,34.052521,-118.30431
13279,317 BROADWAY,34.01449932653061,-118.4944311632653
13280,847 S UNION AVE,34.05165906122449,-118.27271793877551
13281,545 S FIGUEROA ST,33.775160111491054,-118.27890031419138
13282,363 S FAIRFAX AVE # #A,34.0710177,-118.3614187
13283,1008 S ST ANDREWS PL,33.9267368,-118.3116676
13284,505 FLOWER ST,34.17679859138497,-118.14054384056365
13285,1930 WILSHIRE BLVD,34.05699618367347,-118.27402308163265
13286,700 W 5TH ST,34.129808346666664,-117.91507036
13287,750 S GRAND AVE # 30,34.0466095,-118.2569522
13288,3535 W CAHUENGA BLVD STE 107,,
13289,9220 S WESTERN AVE,33.952449838383835,-118.308907
13290,1020 S FIGUEROA ST,34.044174100000006,-118.26423561164978
13291,5779 WILSHIRE BLVD # #101,34.062300416666666,-118.354757625
13292,1608 W WASHINGTON BLVD,34.03991775510204,-118.29258753061225
13293,505 S FLOWER ST # B300A,33.95837655102041,-118.34707697959183
13294,1134 S WESTERN AVE STE #A2,,
13295,255 S GRAND AVE,33.741904326530616,-118.29020465306122
13296,545 S FIGUEROA ST,33.775160111491054,-118.27890031419138
13297,8222 1/2 W 3RD ST,,
13298,6282 W HOLLYWOOD BLVD,,
13299,8820 W PICO BLVD,34.054818,-118.38442028571428
13300,365 S FAIRFAX AVE,34.0710177,-118.3614187
13301,1001 S MAPLE AVE STE 101,,
13302,2302 S LA CIENEGA BLVD,34.038090775510206,-118.37714028571429
13303,1060 TIVERTON AVE,34.0602095,-118.443093
13304,1165 E FLORENCE AVE,33.974859384891424,-118.2541373497198
13305,851 S GRAND AVE,34.04517187755102,-118.25869089795918
13306,1110 S WESTERN AVE,34.0504963125,-118.3089460625
13307,8856 W PICO BLVD,34.05496455882353,-118.38518388235293
13308,3831 BEVERLY BLVD,34.07640487179487,-118.29306053846153
13309,3189 1/2 W OLYMPIC BLVD,34.0450341,-118.264141
13310,3160 W OLYMPIC BLVD,34.0525175,-118.30498375
13311,525 S FLOWER ST,34.051397414634145,-118.2563627804878
13312,3177 W OLYMPIC BLVD,34.05267689795918,-118.30599297959185
13313,1714 W CENTURY BLVD,33.94537841666667,-118.307166375
13314,7226 BEVERLY BLVD,34.07607291666667,-118.34685125
13315,5757 WILSHIRE BLVD STE 102,,
13316,8914 W PICO BLVD,34.05514933333333,-118.38615055555556
13317,2201 S SAN PEDRO ST,33.9168118,-118.2695733
13318,2201 S SAN PEDRO ST,33.9168118,-118.2695733
13319,1965 S SAN PEDRO ST,34.0156288,-118.2650962
13320,2325 1/2 S SAN PEDRO ST,33.9168118,-118.2695733
13321,1415 S LA CIENEGA BLVD,34.05133428571428,-118.37623114285715
13322,11645 WILSHIRE BLVD STE #200,,
13323,5873 HOLLYWOOD BLVD,34.10176106122449,-118.31768712244899
13324,2800 E 1ST ST,34.041387,-118.20474
13325,11301 W OLYMPIC BLVD STE 102,,
13326,1722 S WESTERN AVE,33.72852064664444,-118.31162723010492
13327,3608 W 3RD ST,34.068958333333335,-118.29446316666667
13328,11301 W OLYMPIC BLVD STE 204,,
13329,2024 S SAWTELLE BLVD,,
13330,2511 W JEFFERSON BLVD,34.02566651020408,-118.32263491836734
13331,11835 WILSHIRE BLVD,34.04729711111111,-118.46366977777778
13332,301 S WESTERN AVE # 101,34.0684646,-118.3095399
13333,1708 S WESTERN AVE,33.728620642473615,-118.31168607720792
13334,11301 W OLYMPIC BLVD,34.0380382,-118.4418955
13335,322 E WASHINGTON BLVD,34.030017642857146,-118.26202207142856
13336,9180 W PICO BLVD,34.055174,-118.3919057
13337,1570 S WESTERN AVE # 106,33.732547559898386,-118.31559741630338
13338,9124 W PICO BLVD,34.055177,-118.39085514285715
13339,1969 ZONAL AVE,34.06099551515152,-118.2085285909091
13340,1917 ZONAL AVE,34.060998141414146,-118.20853568181819
13341,11511 W PICO BLVD,34.0333224,-118.4428567
13342,109 E 9TH ST,34.0413888,-118.25455495303797
13343,6081 CENTER DR STE 201,,
13344,10250 STA MON BLVD STE FC11,,
13345,501 W EL SEGUNDO BLVD # 103,33.916504,-118.282856
13346,10250 SANTA MONICA BLVD # 2800,34.058913000000004,-118.41934501932694
13347,4501 W MLK BLVD STE #F,,
13348,1888 S WESTERN AVE,33.72724726033489,-118.3111126905947
13349,710 S WESTERN AVE,34.05930903448276,-118.30897796551723
13350,3111 N MAIN ST,34.065952248613684,-118.20829965365066
13351,4910 E HUNTINGTON DR S,,
13352,1969 ZONAL AVE,34.06099551515152,-118.2085285909091
13353,155 W WASHINGTON BLVD STE G3,,
13354,9340 W PICO BLVD B&C,,
13355,226 E 9TH ST STE 1124,,
13356,7916 W SUNSET BLVD,34.0978374,-118.36208
13357,8162 W SUNSET BLVD,34.09806891666667,-118.3659778125
13358,208 E 8TH ST,34.0415628,-118.2521722
13359,2201 S SAN PEDRO ST STE H,,
13360,10516 W PICO BLVD,34.04477958823529,-118.41953029411765
13361,3407 CRENSHAW BLVD,34.0254196060606,-118.335198
13362,3560 LA CIENEGA BLVD,,
13363,8154 W SUNSET BLVD,34.098068250000004,-118.36602231250001
13364,1730 S WESTERN AVE,33.72846350617063,-118.31159360318891
13365,645 E WASHINGTON BLVD,34.02783039393939,-118.25806710606061
13366,6901 N FIGUEROA ST,34.127898897959184,-118.18719887755101
13367,705 S WESTERN AVE,34.05949042857143,-118.30917675510204
13368,5468 W WILSHIRE BLVD,,
13369,320 S ROBERTSON BLVD,34.07325793877551,-118.38366818367346
13370,1627 COLORADO BLVD,34.139269985714286,-118.20291457142858
13371,7070 W SUNSET BLVD,34.09771565,-118.3438741654366
13372,525 S FLOWER ST STE 120,,
13373,6711 N FIGUEROA ST,34.123934000000006,-118.1855805
13374,100 N LA CIENEGA BLVD # E-3,34.0747337,-118.376064
13375,1625 W WILSHIRE BLVD,34.0396867,-118.4729315
13376,1609 WILSHIRE BLVD,34.05560493103449,-118.27043
13377,1248 S FIGUEROA ST,33.78530161744967,-118.28072808724832
13378,2021 SAWTELLE BLVD,34.040589591836735,-118.44345328571428
13379,1607 WILSHIRE BLVD,34.055581448275866,-118.27037800000001
13380,1496 COLORADO BLVD,34.139309979591836,-118.19631902040815
13381,950 S GRAND AVE #1,34.04364040816326,-118.25988336734693
13382,7508 S COMPTON AVE,33.918477,-118.2462423
13383,4146 E OLYMPIC BLVD STE A,,
13384,2119 SAWTELLE BLVD,34.0390192,-118.4424194
13385,600 ALVARADO ST,34.07294,-118.2662
13386,8815 S SEPULVEDA BLVD,33.9557184124844,-118.39637791390943
13387,5425 E POMONA BLVD,,
13388,8500 W BURTON WAY 200,34.0719184,-118.3770336
13389,2603 N MAIN ST,34.066066163265305,-118.21528404081633
13390,1840 E CENTURY park # 105,,
13391,6441 N FIGUEROA ST,34.11885318367347,-118.18369718367347
13392,7075 W SUNSET BLVD,34.0985106,-118.3438446
13393,8905 SEPULVEDA BLVD,34.23209426262626,-118.46782233333333
13394,3107 N EASTERN AVE,34.08118653061225,-118.17813412244898
13395,855 S BROADWAY,34.0425422,-118.2561046
13396,2712 S CENTRAL AVE,34.017504714285714,-118.2553404489796
13397,8116 BEVERLY BLVD,34.076000666666665,-118.366242
13398,538 S FLOWER ST,34.05093773469388,-118.25654224489796
13399,1068 N WESTERN AVE,34.090015666666666,-118.30927241666666
13400,3207 LOS FELIZ BLVD,34.124615750000004,-118.27034371464768
13401,1661 COLORADO BLVD,34.13926367142857,-118.20313314285714
13402,6115 SANTA MONICA BLVD UNIT UNIT,,
13403,10460 W PICO BLVD,34.04560018367347,-118.41810608163266
13404,809 S ARDMORE AVE,34.05744273469388,-118.30207951020408
13405,401 E PICO BLVD,34.034562,-118.257042
13406,3087 W PICO BLVD # 4,34.0471105,-118.308736
13407,5985 W CENTURY BLVD,33.94622205,-118.38906843589047
13408,575 PICO BLVD,34.033678,-118.25545005882353
13409,3959 WILSHIRE BLVD B211,,
13410,3500 W 6TH ST STE #311,,
13411,1700 SILVER LAKE BLVD,34.089556,-118.268189
13412,3087 W PICO BLVD STE 9,,
13413,5985 CENTURY BLVD,33.9083687,-118.1556978
13414,3465 W 6TH ST STE C-130,,
13415,11301 W OLYMPIC BLVD STE 204,,
13416,141 W 11TH ST,34.140926816326534,-117.90838006122449
13417,3077 W 8th ST,34.057825275862065,-118.29362462068966
13418,401 S VERMONT AVE # 7-8,34.067249,-118.291755
13419,8408 W 3RD ST,34.073115,-118.37332950000001
13420,745 S OXFORD AVE STE 201,,
13421,5985 W CENTURY BLVD,33.94622205,-118.38906843589047
13422,1608 N CAHUENGA BLVD,34.10001445,-118.32929502253407
13423,555 W 5TH ST,34.129970541666665,-117.91320541666667
13424,3470 W 6TH ST STE 9,,
13425,2734 N EASTERN AVE,34.07821437735703,-118.17794710102235
13426,3071 W PICO BLVD,34.04727842857143,-118.307946
13427,745 S OXFORD AVE STE 101,,
13428,4003 E OLYMPIC BLVD,34.01896903225806,-118.18903274193548
13429,3285 WILSHIRE BLVD,34.06186271428571,-118.29384900000001
13430,12835 W WASHINGTON BLVD,34.0399539,-118.3044686
13431,3470 W 6TH ST STE 8A,,
13432,2764 ROWENA AVE,34.107362162274306,-118.26411118451647
13433,1365 E FLORENCE AVE,33.974841653846156,-118.2501961923077
13434,8601 LINCOLN BLVD STE 140,,
13435,350 S GRAND AVE # D-2,34.0514279,-118.2516269
13436,3650 W MARTIN LUTHER KING JR. BLVD # 152,34.01141931658684,-118.33652005535237
13437,3050 WILSHIRE BLVD # F,34.06139015,-118.28847977872016
13438,630 W 6TH ST STE 110D,,
13439,3087 W PICO BLVD # 8,34.0471105,-118.308736
13440,523 W 6TH ST,34.13177248960125,-117.91293777294766
13441,6714 HOLLYWOOD BLVD,34.1013813,-118.336709
13442,1438 N GOWER  BLDG 10 ST BOX 56,,
13443,800 S ALVARADO ST,34.054732,-118.277805
13444,7401 S ALAMEDA ST,33.972831,-118.234504
13445,1330 E IMPERIAL HWY,33.917028,-118.1118519
13446,2800 E OBSERVATORY AVE,34.1125022,-118.2841639
13447,711 S HOPE ST,34.0477069,-118.2583016
13448,692 S ALVARADO ST,34.05669535714286,-118.27677807142858
13449,4976 E HUNTINGTON DR S,34.0790968,-118.1935032
13450,4884 1/2 S HUNTINGTON DR S SOUTH,,
13451,1032 CRENSHAW BLVD STE E,,
13452,4507 E VALLEY BLVD STE #101,,
13453,6541 SANTA MONICA BLVD,34.090808,-118.33224166666666
13454,2333 FERN DELL DR,34.1128736122449,-118.30754757142857
13455,765 WALL ST,34.0406406,-118.2500462
13456,2125 SAWTELLE BLVD,34.03912548979592,-118.4421911632653
13457,11755 W PICO BLVD,34.03118244897959,-118.44675381632652
13458,1445 W 3RD ST,34.058715019253334,-118.26240401982872
13459,2506 COLORADO BLVD,34.14137903333333,-118.2213965
13460,2310 PASADENA AVE STE # 102,,
13461,2617 COLORADO BLVD,34.14232434693878,-118.22321795918369
13462,3320 N EASTERN AVE,34.08454248979592,-118.1779516122449
13463,4625 E VALLEY BLVD,34.0790449,-118.1140962
13464,3701 W PICO BLVD,34.047423,-118.32143
13465,1200 N STATE ST RM 1601,,
13466,808 S WALL ST LBBY LOBBY,,
13467,655 S HOPE ST # 101,34.0483127,-118.2576869
13468,6371 SELMA AVE,34.0998981,-118.3293304
13469,11538 PICO BLVD,34.03289065,-118.44270481681033
13470,3811 W PICO BLVD,34.047547333333334,-118.32278983333333
13471,6300 SANTA MONICA BLVD,34.09048885,-118.3270028198016
13472,1623 E CESAR E CHAVEZ AVE,34.05166167346939,-118.21842589795918
13473,4720 EAGLE ROCK BLVD,34.130651,-118.216759
13474,5769 N HUNTINGTON DR N,,
13475,1119 N WESTERN AVE,34.09121127272727,-118.30927886363637
13476,4135 W PICO BLVD,34.0478247804878,-118.32584824390244
13477,2046 W PICO BLVD,34.046865714285715,-118.2820457755102
13478,2242 1/4 FAIR PARK AVE,,
13479,1830 W PICO BLVD STE C,,
13480,1032 S CRENSHAW BLVD STE B,,
13481,451 GIN LING WAY,34.0656626,-118.237381
13482,5625 HOLLYWOOD BLVD,34.1018734,-118.3124389
13483,644 S FIGUEROA ST,34.04984509677419,-118.2592976451613
13484,625 E EL SEGUNDO BLVD,33.91645024489796,-118.40981167346939
13485,6333 W 3RD ST # #622,34.07193275,-118.36026526194347
13486,935 MEI LING WAY,34.0651927,-118.23817
13487,3458 N SAN FERNANDO RD,34.1198364875,-118.2506514875
13488,424 W COLLEGE ST UNIT E,,
13489,1880 W SLAUSON AVE,33.9892083877551,-118.31102531632654
13490,888 WILSHIRE BLVD,34.049887625,-118.25913237500001
13491,189 THE GROVE DR STE Z-80,,
13492,3441 WHITTIER BLVD,34.02740204081633,-118.19990869387755
13493,829 N HIGHLAND AVE,34.08584771428571,-118.33868685714286
13494,2521 S SAN PEDRO ST # #E,34.022251714285716,-118.26098271428572
13495,2130 SAWTELLE BLVD STE 105,,
13496,8606 S VERMONT AVE,33.959224636363636,-118.29189253030303
13497,6706 S NORMANDIE AVE,33.97835257142857,-118.30017412244898
13498,1170 S ROBERTSON BLVD,34.05623725988061,-118.38358613609483
13499,1025 N STATE ST,34.05677602564102,-118.2109395128205
13500,714 S LOS ANGELES ST STE A,,
13501,4016 W WASHINGTON BLVD #A,34.03979857894737,-118.3269122631579
13502,1933 E GAGE AVE,33.98209392449517,-118.23798236347623
13503,2130 SAWTELLE BLVD STE 200,,
13504,2005 WESTWOOD BLVD,34.0463655,-118.4341102
13505,11819 WILSHIRE BLVD STE 101,,
13506,908 S BARRINGTON AVE,34.0531215,-118.46486766666668
13507,522 S LORENA ST,34.031809076923075,-118.1982836923077
13508,630 W 5TH ST,34.050285099999996,-118.25509142410374
13509,478 N WESTERN AVE,34.079537333333334,-118.30906233333333
13510,3232 N FIGUEROA ST,34.085281072398196,-118.22039534389141
13511,333 S HOPE ST C-375,,
13512,4755 W WASHINGTON BLVD,34.03990888571428,-118.34282859999999
13513,4209 W WASHINGTON BLVD STE 104,,
13514,4040 W WASHINGTON BLVD STE #38,,
13515,1045 BLAINE ST,34.04697837673356,-118.27044584354992
